Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time (LST),Year,Month,Day,Time (LST),Flag,Temp (C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Precip. Amount (mm),Precip. Amount Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
-79.63,43.68,TORONTO INTL A,6158731,10-03-2026 02:00,2026,03,10,02:00,,12,,4.8,,61,,,,15,,7,,24.1,,98.98,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,10-03-2026 03:00,2026,03,10,03:00,,11.2,,4.1,,62,,,,21,,7,,24.1,,98.94,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,10-03-2026 04:00,2026,03,10,04:00,,10.5,,4.2,,65,,,,22,,12,,24.1,,98.95,,,,,,Clear
-79.63,43.68,TORONTO INTL A,6158731,10-03-2026 05:00,2026,03,10,05:00,,10.5,,4.3,,65,,,,17,,7,,24.1,,98.98,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,10-03-2026 06:00,2026,03,10,06:00,,10.1,,4.4,,68,,,,15,,6,,24.1,,99.01,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,10-03-2026 07:00,2026,03,10,07:00,,8.8,,4.6,,75,,,,,,0,,24.1,,99.06,,,,,,Mainly Clear
-79.63,43.68,TORONTO INTL A,6158731,10-03-2026 08:00,2026,03,10,08:00,,11,,5.9,,71,,,,,,0,,24.1,,99.11,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,10-03-2026 09:00,2026,03,10,09:00,,12.8,,7.3,,69,,,,31,,4,,24.1,,99.15,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,10-03-2026 10:00,2026,03,10,10:00,,15.8,,10.1,,68,,,,28,,11,,24.1,,99.14,,,,,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,10-03-2026 11:00,2026,03,10,11:00,,17.7,,11.8,,68,,,,28,,9,,24.1,,99.14,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,10-03-2026 12:00,2026,03,10,12:00,,17.9,,9.9,,59,,,,14,,16,,24.1,,99.12,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,10-03-2026 13:00,2026,03,10,13:00,,18,,11,,63,,,,14,,13,,24.1,,99.13,,,,,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,10-03-2026 14:00,2026,03,10,14:00,,18.4,,12,,66,,,,15,,11,,24.1,,99.12,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,10-03-2026 15:00,2026,03,10,15:00,,16.9,,9.5,,62,,,,36,,24,,24.1,,99.17,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,10-03-2026 16:00,2026,03,10,16:00,,11.4,,5.6,,67,,,,36,,23,,24.1,,99.2,,,,,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,10-03-2026 17:00,2026,03,10,17:00,,10.4,,4.4,,66,,,,36,,24,,24.1,,99.25,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,10-03-2026 18:00,2026,03,10,18:00,,7.8,,2.2,,68,,,,35,,26,,24.1,,99.4,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,10-03-2026 19:00,2026,03,10,19:00,,7.4,,1.7,,67,,,,35,,19,,24.1,,99.45,,,,,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,10-03-2026 20:00,2026,03,10,20:00,,6.7,,1,,67,,,,1,,22,,24.1,,99.53,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,10-03-2026 21:00,2026,03,10,21:00,,6,,1.2,,71,,,,1,,21,,24.1,,99.51,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,10-03-2026 22:00,2026,03,10,22:00,,6.8,,2.4,,73,,,,4,,11,,24.1,,99.51,,,,,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,10-03-2026 23:00,2026,03,10,23:00,,6.9,,0.4,,63,,,,6,,17,,24.1,,99.45,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,11-03-2026 00:00,2026,03,11,00:00,,6,,-1.8,,57,,,,8,,22,,24.1,,99.35,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,11-03-2026 01:00,2026,03,11,01:00,,4.5,,-2.3,,62,,,,10,,22,,19.3,,99.32,,,,,,Rain Showers
-79.63,43.68,TORONTO INTL A,6158731,11-03-2026 02:00,2026,03,11,02:00,,3.7,,-2.1,,66,,,,10,,25,,19.3,,99.22,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,11-03-2026 03:00,2026,03,11,03:00,,2.9,,-2.5,,68,,,,9,,25,,24.1,,99.02,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,11-03-2026 04:00,2026,03,11,04:00,,2.4,,-2,,73,,,,9,,18,,24.1,,98.92,,,,,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,11-03-2026 05:00,2026,03,11,05:00,,1.8,,-1.1,,81,,,,8,,16,,9.7,,98.78,,,,,,"Thunderstorms,Rain Showers"
-79.63,43.68,TORONTO INTL A,6158731,11-03-2026 06:00,2026,03,11,06:00,,1.1,,-0.1,,92,,,,9,,21,,16.1,,98.56,,,,,,Rain
-79.63,43.68,TORONTO INTL A,6158731,11-03-2026 07:00,2026,03,11,07:00,,1.4,,0.2,,92,,,,7,,10,,24.1,,98.49,,,,,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,11-03-2026 08:00,2026,03,11,08:00,,1.9,,0.7,,92,,,,7,,7,,24.1,,98.51,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,11-03-2026 09:00,2026,03,11,09:00,,2.7,,1.6,,92,,,,12,,13,,9.7,,98.51,,,,,,Fog
-79.63,43.68,TORONTO INTL A,6158731,11-03-2026 10:00,2026,03,11,10:00,,2.7,,1.9,,95,,,,8,,19,,2,,98.2,,,,,,Fog
-79.63,43.68,TORONTO INTL A,6158731,11-03-2026 11:00,2026,03,11,11:00,,3,,2.4,,96,,,,9,,8,,0.8,,98.22,,,,,,"Rain,Fog"
-79.63,43.68,TORONTO INTL A,6158731,11-03-2026 12:00,2026,03,11,12:00,,3.2,,2.7,,96,,,,8,,9,,8.1,,98.12,,,,,,"Rain,Fog"
-79.63,43.68,TORONTO INTL A,6158731,11-03-2026 13:00,2026,03,11,13:00,,3.3,,2.7,,96,,,,6,,8,,9.7,,97.92,,,,,,"Rain,Fog"
-79.63,43.68,TORONTO INTL A,6158731,11-03-2026 14:00,2026,03,11,14:00,,3.8,,3.2,,96,,,,11,,9,,12.9,,97.74,,,,,,Rain
-79.63,43.68,TORONTO INTL A,6158731,11-03-2026 15:00,2026,03,11,15:00,,4,,3.4,,96,,,,,,0,,2.4,,97.71,,,,,,Fog
-79.63,43.68,TORONTO INTL A,6158731,11-03-2026 16:00,2026,03,11,16:00,,5,,4.4,,96,,,,23,,7,,2.4,,97.79,,,,,,"Drizzle,Fog"
-79.63,43.68,TORONTO INTL A,6158731,11-03-2026 17:00,2026,03,11,17:00,,5.3,,4.6,,95,,,,18,,8,,16.1,,97.72,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,11-03-2026 18:00,2026,03,11,18:00,,4.8,,4,,95,,,,16,,8,,6.4,,97.84,,,,,,Fog
-79.63,43.68,TORONTO INTL A,6158731,11-03-2026 19:00,2026,03,11,19:00,,6.3,,5.1,,92,,,,27,,26,,19.3,,97.88,,,,,,Rain
-79.63,43.68,TORONTO INTL A,6158731,11-03-2026 20:00,2026,03,11,20:00,,5,,2.8,,86,,,,30,,28,,24.1,,97.98,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,11-03-2026 21:00,2026,03,11,21:00,,2.9,,-1.1,,75,,,,31,,49,,24.1,,98.08,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,11-03-2026 22:00,2026,03,11,22:00,,1.6,,-2.3,,75,,,,29,,34,,24.1,,98.31,,,,,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,11-03-2026 23:00,2026,03,11,23:00,,0.4,,-3.6,,75,,,,28,,48,,24.1,,98.43,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,12-03-2026 00:00,2026,03,12,00:00,,0.4,,-4.1,,72,,,,28,,39,,24.1,,98.56,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,12-03-2026 01:00,2026,03,12,01:00,,0,,-4.6,,71,,,,29,,38,,24.1,,98.67,,,,-7,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,12-03-2026 02:00,2026,03,12,02:00,,-0.8,,-5.4,,71,,,,29,,40,,24.1,,98.74,,,,-8,,NA
-79.63,43.68,TORONTO INTL A,6158731,12-03-2026 03:00,2026,03,12,03:00,,-0.9,,-5.6,,71,,,,29,,43,,24.1,,98.79,,,,-9,,NA
-79.63,43.68,TORONTO INTL A,6158731,12-03-2026 04:00,2026,03,12,04:00,,-1.1,,-6.4,,67,,,,30,,40,,24.1,,98.91,,,,-9,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,12-03-2026 05:00,2026,03,12,05:00,,-1.6,,-7.2,,66,,,,30,,45,,24.1,,99.12,,,,-10,,NA
-79.63,43.68,TORONTO INTL A,6158731,12-03-2026 06:00,2026,03,12,06:00,,-1.5,,-7.4,,64,,,,31,,42,,24.1,,99.14,,,,-10,,NA
-79.63,43.68,TORONTO INTL A,6158731,12-03-2026 07:00,2026,03,12,07:00,,-1.7,,-6.4,,70,,,,30,,25,,24.1,,99.2,,,,-8,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,12-03-2026 08:00,2026,03,12,08:00,,-1,,-5.5,,72,,,,29,,27,,24.1,,99.29,,,,-7,,NA
-79.63,43.68,TORONTO INTL A,6158731,12-03-2026 09:00,2026,03,12,09:00,,1.1,,-4.9,,64,,,,29,,30,,24.1,,99.38,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,12-03-2026 10:00,2026,03,12,10:00,,0.7,,-4.8,,67,,,,27,,35,,24.1,,99.38,,,,,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,12-03-2026 11:00,2026,03,12,11:00,,0.8,,-5.6,,62,,,,29,,33,,24.1,,99.39,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,12-03-2026 12:00,2026,03,12,12:00,,1.3,,-6,,58,,,,28,,36,,24.1,,99.36,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,12-03-2026 13:00,2026,03,12,13:00,,0.8,,-6.6,,58,,,,30,,37,,24.1,,99.34,,,,,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,12-03-2026 14:00,2026,03,12,14:00,,1.3,,-8.5,,48,,,,30,,40,,24.1,,99.33,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,12-03-2026 15:00,2026,03,12,15:00,,1.1,,-9.1,,47,,,,29,,36,,24.1,,99.41,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,12-03-2026 16:00,2026,03,12,16:00,,0.4,,-9.4,,48,,,,30,,35,,24.1,,99.5,,,,,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,12-03-2026 17:00,2026,03,12,17:00,,0.6,,-9.5,,47,,,,29,,39,,24.1,,99.53,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,12-03-2026 18:00,2026,03,12,18:00,,-0.2,,-11.3,,43,,,,30,,36,,24.1,,99.58,,,,-7,,NA
-79.63,43.68,TORONTO INTL A,6158731,12-03-2026 19:00,2026,03,12,19:00,,-1.1,,-10.1,,51,,,,32,,23,,24.1,,99.62,,,,-7,,Mainly Clear
-79.63,43.68,TORONTO INTL A,6158731,12-03-2026 20:00,2026,03,12,20:00,,-1.8,,-9.7,,55,,,,29,,18,,24.1,,99.69,,,,-7,,NA
-79.63,43.68,TORONTO INTL A,6158731,12-03-2026 21:00,2026,03,12,21:00,,-2,,-9,,59,,,,31,,16,,24.1,,99.72,,,,-7,,NA
-79.63,43.68,TORONTO INTL A,6158731,12-03-2026 22:00,2026,03,12,22:00,,-2.4,,-9.1,,60,,,,31,,14,,24.1,,99.74,,,,-7,,Mainly Clear
-79.63,43.68,TORONTO INTL A,6158731,12-03-2026 23:00,2026,03,12,23:00,,-3.7,,-8.9,,67,,,,29,,8,,24.1,,99.75,,,,-7,,NA
-79.63,43.68,TORONTO INTL A,6158731,13-03-2026 00:00,2026,03,13,00:00,,-4.6,,-9,,72,,,,26,,9,,24.1,,99.72,,,,-8,,NA
-79.63,43.68,TORONTO INTL A,6158731,13-03-2026 01:00,2026,03,13,01:00,,-4.4,,-8.5,,73,,,,23,,5,,24.1,,99.68,,,,-7,,Clear
-79.63,43.68,TORONTO INTL A,6158731,13-03-2026 02:00,2026,03,13,02:00,,-4.4,,-8.5,,73,,,,25,,4,,24.1,,99.66,,,,-6,,NA
-79.63,43.68,TORONTO INTL A,6158731,13-03-2026 03:00,2026,03,13,03:00,,-4.7,,-8.4,,76,,,,,,0,,24.1,,99.54,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,13-03-2026 04:00,2026,03,13,04:00,,-4.5,,-8.3,,75,,,,7,,8,,24.1,,99.42,,,,-8,,Mainly Clear
-79.63,43.68,TORONTO INTL A,6158731,13-03-2026 05:00,2026,03,13,05:00,,-4.1,,-8.1,,74,,,,12,,5,,24.1,,99.36,,,,-6,,NA
-79.63,43.68,TORONTO INTL A,6158731,13-03-2026 06:00,2026,03,13,06:00,,-3.2,,-7.2,,74,,,,12,,10,,24.1,,99.25,,,,-7,,NA
-79.63,43.68,TORONTO INTL A,6158731,13-03-2026 07:00,2026,03,13,07:00,,-1.5,,-5.3,,75,,,,13,,15,,24.1,,99.13,,,,-6,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,13-03-2026 08:00,2026,03,13,08:00,,-0.9,,-3.3,,84,,,,13,,15,,24.1,,99.05,,,,-6,,NA
-79.63,43.68,TORONTO INTL A,6158731,13-03-2026 09:00,2026,03,13,09:00,,-0.6,,-3.3,,82,,,,12,,14,,24.1,,98.88,,,,-5,,NA
-79.63,43.68,TORONTO INTL A,6158731,13-03-2026 10:00,2026,03,13,10:00,,-0.7,,-3.6,,80,,,,10,,24,,2,,98.73,,,,-7,,Snow
-79.63,43.68,TORONTO INTL A,6158731,13-03-2026 11:00,2026,03,13,11:00,,-1.1,,-2.1,,93,,,,12,,22,,0.8,,98.44,,,,-7,,Moderate Snow
-79.63,43.68,TORONTO INTL A,6158731,13-03-2026 12:00,2026,03,13,12:00,,-0.1,,-0.9,,94,,,,13,,30,,0.8,,98.13,,,,-7,,Moderate Snow
-79.63,43.68,TORONTO INTL A,6158731,13-03-2026 13:00,2026,03,13,13:00,,0.1,,-0.7,,95,,,,14,,31,,4.8,,97.96,,,,,,Snow
-79.63,43.68,TORONTO INTL A,6158731,13-03-2026 14:00,2026,03,13,14:00,,0.8,,-0.3,,92,,,,12,,22,,16.1,,97.73,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,13-03-2026 15:00,2026,03,13,15:00,,0.9,,-0.5,,90,,,,11,,18,,1.6,,97.6,,,,,,Snow
-79.63,43.68,TORONTO INTL A,6158731,13-03-2026 16:00,2026,03,13,16:00,,1.4,,0.4,,93,,,,14,,26,,6.4,,97.47,,,,,,"Rain,Snow"
-79.63,43.68,TORONTO INTL A,6158731,13-03-2026 17:00,2026,03,13,17:00,,2.3,,0.6,,88,,,,22,,17,,19.3,,97.52,,,,,,Rain
-79.63,43.68,TORONTO INTL A,6158731,13-03-2026 18:00,2026,03,13,18:00,,2.3,,0.4,,87,,,,21,,15,,19.3,,97.61,,,,,,Rain
-79.63,43.68,TORONTO INTL A,6158731,13-03-2026 19:00,2026,03,13,19:00,,2.1,,0.6,,90,,,,20,,17,,16.1,,97.67,,,,,,Rain
-79.63,43.68,TORONTO INTL A,6158731,13-03-2026 20:00,2026,03,13,20:00,,1.9,,0.3,,89,,,,22,,25,,16.1,,97.72,,,,,,Rain
-79.63,43.68,TORONTO INTL A,6158731,13-03-2026 21:00,2026,03,13,21:00,,1.4,,-0.8,,86,,,,26,,18,,16.1,,97.83,,,,,,Snow Pellets
-79.63,43.68,TORONTO INTL A,6158731,13-03-2026 22:00,2026,03,13,22:00,,1.8,,-1.1,,81,,,,24,,29,,16.1,,97.87,,,,,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,13-03-2026 23:00,2026,03,13,23:00,,1.6,,-3.2,,70,,,,26,,51,,24.1,,97.91,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,14-03-2026 00:00,2026,03,14,00:00,,0.7,,-3.6,,73,,,,26,,46,,24.1,,97.97,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,14-03-2026 01:00,2026,03,14,01:00,,0.1,,-3.9,,74,,,,25,,42,,24.1,,97.97,,,,,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,14-03-2026 02:00,2026,03,14,02:00,,-0.8,,-3.7,,81,,,,25,,42,,9.7,,97.97,,,,-9,,Snow
-79.63,43.68,TORONTO INTL A,6158731,14-03-2026 03:00,2026,03,14,03:00,,-0.6,,-3.9,,78,,,,28,,46,,16.1,,98.16,,,,-9,,Snow
-79.63,43.68,TORONTO INTL A,6158731,14-03-2026 04:00,2026,03,14,04:00,,-1,,-5.8,,70,,,,29,,53,,24.1,,98.46,,,,-10,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,14-03-2026 05:00,2026,03,14,05:00,,-2.1,,-6.8,,70,,,,29,,40,,24.1,,98.76,,,,-10,,NA
-79.63,43.68,TORONTO INTL A,6158731,14-03-2026 06:00,2026,03,14,06:00,,-2.8,,-7.8,,69,,,,31,,42,,24.1,,99,,,,-11,,NA
-79.63,43.68,TORONTO INTL A,6158731,14-03-2026 07:00,2026,03,14,07:00,,-3,,-7.6,,71,,,,31,,34,,24.1,,99.19,,,,-11,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,14-03-2026 08:00,2026,03,14,08:00,,-2.6,,-7.8,,67,,,,30,,37,,24.1,,99.36,,,,-11,,NA
-79.63,43.68,TORONTO INTL A,6158731,14-03-2026 09:00,2026,03,14,09:00,,-1.8,,-7.3,,66,,,,30,,31,,24.1,,99.58,,,,-9,,NA
-79.63,43.68,TORONTO INTL A,6158731,14-03-2026 10:00,2026,03,14,10:00,,-1.7,,-7.2,,67,,,,30,,36,,24.1,,99.75,,,,-9,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,14-03-2026 11:00,2026,03,14,11:00,,-0.9,,-6.6,,65,,,,30,,38,,24.1,,99.89,,,,-8,,NA
-79.63,43.68,TORONTO INTL A,6158731,14-03-2026 12:00,2026,03,14,12:00,,-0.2,,-6.6,,62,,,,30,,33,,24.1,,99.97,,,,-7,,NA
-79.63,43.68,TORONTO INTL A,6158731,14-03-2026 13:00,2026,03,14,13:00,,0,,-6.5,,62,,,,28,,28,,24.1,,100.07,,,,-6,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,14-03-2026 14:00,2026,03,14,14:00,,-0.2,,-7.1,,60,,,,30,,29,,24.1,,100.07,,,,-7,,NA
-79.63,43.68,TORONTO INTL A,6158731,14-03-2026 15:00,2026,03,14,15:00,,0,,-7.8,,56,,,,30,,27,,24.1,,100.16,,,,-6,,NA
-79.63,43.68,TORONTO INTL A,6158731,14-03-2026 16:00,2026,03,14,16:00,,0.3,,-7.4,,56,,,,29,,23,,24.1,,100.25,,,,,,Mainly Clear
-79.63,43.68,TORONTO INTL A,6158731,14-03-2026 17:00,2026,03,14,17:00,,-0.4,,-7.8,,57,,,,29,,23,,24.1,,100.34,,,,-6,,NA
-79.63,43.68,TORONTO INTL A,6158731,14-03-2026 18:00,2026,03,14,18:00,,-1,,-9,,55,,,,31,,21,,24.1,,100.44,,,,-7,,NA
-79.63,43.68,TORONTO INTL A,6158731,14-03-2026 19:00,2026,03,14,19:00,,-2,,-8.8,,60,,,,28,,13,,24.1,,100.46,,,,-6,,Mainly Clear
-79.63,43.68,TORONTO INTL A,6158731,14-03-2026 20:00,2026,03,14,20:00,,-2.3,,-8.9,,61,,,,29,,9,,24.1,,100.51,,,,-6,,NA
-79.63,43.68,TORONTO INTL A,6158731,14-03-2026 21:00,2026,03,14,21:00,,-3.5,,-9,,66,,,,28,,7,,24.1,,100.56,,,,-6,,NA
-79.63,43.68,TORONTO INTL A,6158731,14-03-2026 22:00,2026,03,14,22:00,,-3,,-9,,64,,,,2,,8,,24.1,,100.57,,,,-6,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,14-03-2026 23:00,2026,03,14,23:00,,-2.5,,-8,,66,,,,6,,5,,24.1,,100.57,,,,-4,,NA
-79.63,43.68,TORONTO INTL A,6158731,15-03-2026 00:00,2026,03,15,00:00,,-2.8,,-7.1,,72,,,,8,,8,,24.1,,100.57,,,,-6,,NA
-79.63,43.68,TORONTO INTL A,6158731,15-03-2026 01:00,2026,03,15,01:00,,-2.7,,-7.3,,71,,,,8,,11,,24.1,,100.55,,,,-7,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,15-03-2026 02:00,2026,03,15,02:00,,-2.7,,-8,,67,,,,8,,10,,24.1,,100.56,,,,-7,,NA
-79.63,43.68,TORONTO INTL A,6158731,15-03-2026 03:00,2026,03,15,03:00,,-2.5,,-6.6,,73,,,,8,,14,,24.1,,100.49,,,,-7,,NA
-79.63,43.68,TORONTO INTL A,6158731,15-03-2026 04:00,2026,03,15,04:00,,-1.8,,-6,,73,,,,8,,12,,24.1,,100.47,,,,-6,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,15-03-2026 05:00,2026,03,15,05:00,,-1.4,,-5.4,,74,,,,10,,13,,24.1,,100.46,,,,-6,,NA
-79.63,43.68,TORONTO INTL A,6158731,15-03-2026 06:00,2026,03,15,06:00,,-1.1,,-4.1,,80,,,,10,,17,,12.9,,100.4,,,,-6,,Snow
-79.63,43.68,TORONTO INTL A,6158731,15-03-2026 07:00,2026,03,15,07:00,,-1.5,,-2.7,,92,,,,10,,20,,1.2,,100.35,,,,-7,,Snow
-79.63,43.68,TORONTO INTL A,6158731,15-03-2026 08:00,2026,03,15,08:00,,-1.1,,-2.2,,92,,,,12,,27,,12.9,,100.22,,,,-8,,Snow
-79.63,43.68,TORONTO INTL A,6158731,15-03-2026 09:00,2026,03,15,09:00,,-0.4,,-2.9,,83,,,,10,,27,,24.1,,100.05,,,,-7,,NA
-79.63,43.68,TORONTO INTL A,6158731,15-03-2026 10:00,2026,03,15,10:00,,0.2,,-3.8,,74,,,,9,,31,,17.7,,99.87,,,,,,Snow
-79.63,43.68,TORONTO INTL A,6158731,15-03-2026 11:00,2026,03,15,11:00,,1.4,,-3.8,,68,,,,10,,31,,24.1,,99.62,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,15-03-2026 12:00,2026,03,15,12:00,,1.5,,-3.9,,67,,,,10,,39,,24.1,,99.46,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,15-03-2026 13:00,2026,03,15,13:00,,1.5,,-3.6,,69,,,,9,,37,,24.1,,99.25,,,,,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,15-03-2026 14:00,2026,03,15,14:00,,1.9,,-3.7,,67,,,,9,,35,,24.1,,99.09,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,15-03-2026 15:00,2026,03,15,15:00,,2,,-3.7,,66,,,,8,,35,,24.1,,98.92,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,15-03-2026 16:00,2026,03,15,16:00,,3.2,,-3.3,,63,,,,8,,26,,24.1,,98.78,,,,,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,15-03-2026 17:00,2026,03,15,17:00,,4,,-2.9,,61,,,,9,,28,,24.1,,98.63,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,15-03-2026 18:00,2026,03,15,18:00,,4.4,,-2.1,,63,,,,9,,25,,24.1,,98.43,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,15-03-2026 19:00,2026,03,15,19:00,,5.7,,-1,,62,,,,10,,21,,24.1,,98.29,,,,,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,15-03-2026 20:00,2026,03,15,20:00,,9.2,,0.5,,54,,,,13,,23,,24.1,,98.14,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,15-03-2026 21:00,2026,03,15,21:00,,8,,1.4,,63,,,,13,,19,,24.1,,98.08,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,15-03-2026 22:00,2026,03,15,22:00,,7.8,,2.1,,67,,,,13,,13,,24.1,,98.02,,,,,,Mainly Clear
-79.63,43.68,TORONTO INTL A,6158731,15-03-2026 23:00,2026,03,15,23:00,,8.3,,2.8,,68,,,,13,,18,,24.1,,97.94,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,16-03-2026 00:00,2026,03,16,00:00,,8.2,,3.2,,70,,,,13,,15,,24.1,,97.84,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,16-03-2026 01:00,2026,03,16,01:00,,8.9,,4.2,,72,,,,15,,20,,24.1,,97.74,,,,,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,16-03-2026 02:00,2026,03,16,02:00,,9.2,,4.9,,74,,,,15,,19,,24.1,,97.69,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,16-03-2026 03:00,2026,03,16,03:00,,8.8,,5.5,,80,,,,14,,18,,24.1,,97.51,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,16-03-2026 04:00,2026,03,16,04:00,,9,,6.3,,83,,,,15,,18,,24.1,,97.33,,,,,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,16-03-2026 05:00,2026,03,16,05:00,,10.6,,7.5,,81,,,,14,,20,,24.1,,97.2,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,16-03-2026 06:00,2026,03,16,06:00,,11.6,,8,,78,,,,15,,18,,24.1,,97.11,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,16-03-2026 07:00,2026,03,16,07:00,,11.7,,8,,78,,,,17,,14,,24.1,,97.11,,,,,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,16-03-2026 08:00,2026,03,16,08:00,,11.5,,8.6,,82,,,,14,,13,,24.1,,96.95,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,16-03-2026 09:00,2026,03,16,09:00,,11,,8,,82,,,,15,,16,,24.1,,96.95,,,,,,Rain
-79.63,43.68,TORONTO INTL A,6158731,16-03-2026 10:00,2026,03,16,10:00,,12.2,,10,,86,,,,17,,18,,24.1,,96.89,,,,,,Mostly Cloudy
-79.63,43.68,TORONTO INTL A,6158731,16-03-2026 11:00,2026,03,16,11:00,,9.2,,6.6,,84,,,,22,,33,,16.1,,97.08,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,16-03-2026 12:00,2026,03,16,12:00,,7.3,,3.1,,75,,,,25,,42,,24.1,,97.16,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,16-03-2026 13:00,2026,03,16,13:00,,5.8,,-1.2,,61,,,,23,,45,,24.1,,97.24,,,,,,Cloudy
-79.63,43.68,TORONTO INTL A,6158731,16-03-2026 14:00,2026,03,16,14:00,,4.8,,-1.3,,64,,,,20,,27,,24.1,,97.21,,,,,,NA
-79.63,43.68,TORONTO INTL A,6158731,16-03-2026 15:00,2026,03,16,15:00,,4.6,,-1.9,,63,,,,23,,30,,24.1,,97.24,,,,,,NA
